Date,ID,Location,User,Text,Source
7/2/12 21:15,219902035921862656,"ÃœT: 47.622704,-122.355503",mayormcginn,Thanks to @MaishaBarnett for the tour of @JimiHendrixPark last month! See http://t.co/sUPAoRwl for ways to support its development. ^sv,web
7/3/12 21:05,220261963098374145,"ÃœT: 47.622704,-122.355503",mayormcginn,Pleased to announce former State Rep Kip Tokuda joining our office to work with SPD 20/20 team. Welcome! http://t.co/C7k61bXY ^at,HootSuite
7/3/12 21:50,220273271533342720,"ÃœT: 47.622704,-122.355503",mayormcginn,Some images of Seattle's new Great Wheel: http://t.co/x8C602nf ^at,HootSuite
7/4/12 20:07,220609819776782336,"ÃœT: 47.622704,-122.355503",mayormcginn,Congrats all 525 new citizens! #4thjuly @seattlecenter  http://t.co/9fh6l9fq,Echofon
7/9/12 17:34,222383157629042689,"ÃœT: 47.622704,-122.355503",mayormcginn,Did you know 40% of trips in Seattle are less than 2 miles? Sign up for the Walk Bike Ride Challenge and get active http://t.co/6Yx70gbj ^at,HootSuite
7/9/12 17:54,222388357907488769,"ÃœT: 47.622704,-122.355503",mayormcginn,New study shows how public &amp; private investments have created thousands of jobs in South Lake Union. Learn more: http://t.co/O6umZNob (PDF),Echofon
7/9/12 17:59,222389504093331456,"ÃœT: 47.622704,-122.355503",mayormcginn,Innovative companies in growing sectors have turned South Lake Union into a jobs engine benefiting whole city ^rc,Echofon
7/9/12 18:00,222389729721716736,"ÃœT: 47.622704,-122.355503",mayormcginn,"@hdiler Dexter used to have lots of weaving between buses, cars, bikes. Changes intended to make street safer, reduce weaving &amp; conflicts",Echofon
7/9/12 22:07,222451834571337730,"ÃœT: 47.622704,-122.355503",mayormcginn,Listening to attendance campaign sponsor KUBE 93 FM's Eric Powers and Dirty Harry.  ^ab,web
7/9/12 22:57,222464603639136256,"ÃœT: 47.622704,-122.355503",mayormcginn,Fascinated by attendance campaign sponsor Pacific Science Center 's King Tut exhibit through Jan. 6 @PacSci. ^ab,web
7/10/12 0:35,222489150669066240,"ÃœT: 47.622704,-122.355503",mayormcginn,Take a moment to watch this video - it tells the story of a 13 year-old who was trafficked on http://t.co/lTgOZ3aC http://t.co/q6X1Yilk ^at,HootSuite
7/10/12 0:35,222489296232394753,"ÃœT: 47.622704,-122.355503",mayormcginn,And sign the petition asking Backpage advertisers to stop supporting a company that exploits children for profit http://t.co/cDjKMV0M ^at,HootSuite
6/25/12 18:02,217316763594014721,"ÃœT: 44.965908,-93.27775",MayorRTRybak,Just passed new @smackshack about to open in NLoop #lipsmack @Twins,Twitter for iPhone
6/28/12 21:53,218462040430358528,"ÃœT: 44.965908,-93.27775",MayorRTRybak,"Having seen his dying mom fight for health care,PresObama delivered coverage for millions,inc Natoma Canfield http://t.co/uTs9YK4z",Twitter for iPhone
6/28/12 22:38,218473500233576451,"ÃœT: 44.965908,-93.27775",MayorRTRybak,A real must see: 81 Minutes @firefightersmuseum. Powerful memories of bridge collapse http://t.co/x8Fn77Rq,Camera on iOS
6/29/12 2:04,218525194506088448,"ÃœT: 44.965908,-93.27775",MayorRTRybak,Was Mitt Romney serious today when he said on his first day in office he will try to kick 30 million Americans off health care?,Twitter for iPhone
6/29/12 20:04,218797023569264640,"ÃœT: 44.965908,-93.27775",MayorRTRybak,#envy  MayorBieter: Boise's new whitewater park is officially open. http://t.co/USbmCown,Twitter for iPhone
7/1/12 17:18,219480086229958656,"ÃœT: 44.965908,-93.27775",MayorRTRybak,"W Jeri Longfellow, veteran raising Flag @Twins game #rootforhometeam booth http://t.co/c3Z2gsVO",Camera on iOS
7/3/12 2:14,219977291437056000,"ÃœT: 44.965908,-93.27775",MayorRTRybak,Years at Many Point Scout Camp flashed before my eyes during a great new Wes Anderson movie: Moonrise Kingdom #goseeit,Twitter for iPad
7/3/12 2:35,219982792006705152,"ÃœT: 44.965908,-93.27775",MayorRTRybak,"â€œ@ctrauty:@MayorRTRybak,sure you've heard what Mayor Ness did @Wilco show..your move! #coolmayorbattleâ€ù#NoBattleHesCooler",Twitter for iPad
7/4/12 11:44,220483145248673793,"ÃœT: 44.965908,-93.27775",MayorRTRybak,On MSNBC in 15 min,Twitter for iPad
7/7/12 15:08,221621796586258435,"ÃœT: 44.965908,-93.27775",MayorRTRybak,"thanks,great run! â€œ@GrandConclave: Join @MayorRTRybak for the #MNGrandConclave 5K Run/Walk",Twitter for iPhone
7/7/12 16:22,221640405253496833,"ÃœT: 44.965908,-93.27775",MayorRTRybak,â€œ@BenRevere9: Morning everyone lets have a good day..â€ùwell I have a better day every time you guys play like you did yesterday. #DieHard,Twitter for iPad
7/8/12 20:35,222066280088350720,"ÃœT: 44.965908,-93.27775",MayorRTRybak,A very sad loss for Minneapolis today. Please have the family and friends of John Williams in thoughts and prayers,Twitter for iPhone
7/9/12 0:33,222126215115444227,"ÃœT: 44.965908,-93.27775",MayorRTRybak,â€œ@nicomuhly: @MayorRTRybak @samamidon is in your fair city RIGHT NOW!  Hello from London!â€ù go write something great then perform it here!,Twitter for iPhone
7/9/12 2:22,222153847840317440,"ÃœT: 44.965908,-93.27775",MayorRTRybak,â€œ@MplsFarmMarket: @alexinthecity A delicious day!â€ùAwesome corn today. Can't remember this good this early,Twitter for iPad
7/9/12 2:31,222155903166713856,"ÃœT: 44.965908,-93.27775",MayorRTRybak,"â€œ@politicoHouse GOP plans votes to contrast agenda wDems""how novel if they took 1hr off politics to actually create a job #DontHoldBreath",Twitter for iPad
7/10/12 2:06,222512099283308544,"ÃœT: 44.965908,-93.27775",MayorRTRybak,"â€œ@MayorSlyJames: Happy to have Joe in #KC @MayorRTRybak RT @Twins #ASG http://t.co/ucGA4S6S"" Borrow him but you can't keep him, Mayor!",Twitter for iPad
7/5/12 0:16,220672545748303873,"Portland, Oregon USA",MayorSamAdams,We are a fortunate people: Happy Independence Day! (@ Falls View) [pic]: http://t.co/lOktlBuS,foursquare
7/7/12 16:19,221639508574224384,"Portland, Oregon USA",MayorSamAdams,"Thx. RT @ODDBALLdotCOM please help us w/ the camping issue around our biz at 18th and NW Thurman, dozens of campers, human waste",TwitBird iPad
7/7/12 16:20,221639859603906560,"Portland, Oregon USA",MayorSamAdams,On it. @portlandpolice RT @ODDBALLdotCOM Prostitution. Witnessed a women turning trix in the back of her pickup. 18th &amp; Savier,TwitBird iPad
7/7/12 16:21,221640177418907649,"Portland, Oregon USA",MayorSamAdams,"Of course. Soon. RT @RaeBeta @chris_roberson @adampknave I don't know. Hey, @MayorSamAdams, is Star Trek Month happening again this year?",TwitBird iPad
7/7/12 16:22,221640300370739204,"Portland, Oregon USA",MayorSamAdams,Poor guy. RT @LukePhilly_503 I just saw someone who looked EXACTLY like @MayorSamAdams in NW,TwitBird iPad
7/7/12 16:22,221640387570307073,"Portland, Oregon USA",MayorSamAdams,Thx. RT @Milo_Reed The pedestrian crossing sign on the SW corner of N. Williams and Skidmore is completely obscured by foliage.,TwitBird iPad
7/7/12 16:24,221640950064222208,"Portland, Oregon USA",MayorSamAdams,Yes. RT @lisabatsch @MayorSamAdams Is your favorite pizza meat lovers?,TwitBird iPad
7/7/12 16:29,221642087538499585,"Portland, Oregon USA",MayorSamAdams,"Unrelatedly, we raised them to keep up downtown marketing budget. RT @kriswallsmith did smart park rates go up or down with...",TwitBird iPad
7/7/12 16:33,221643085728317440,"Portland, Oregon USA",MayorSamAdams,I just donated: so should you! RT @Last_Regiment Send us to Drumageddon and show Long Beach how it's done in PDX!   http://t.co/ZaMS0aFZ,TwitBird iPad
7/7/12 16:35,221643499043426304,"Portland, Oregon USA",MayorSamAdams,"Will ask Noise Officer to look into it. RT @PlanGreen RV ...SW10th &amp; Main, Portland. Run your compressor 24/7; disturb entire nhd!",TwitBird iPad
7/7/12 16:35,221643645433032704,"Portland, Oregon USA",MayorSamAdams,RT @PDXworld Read Portuguese? Profile of @Sustainable_Hub #pdx4biz Brazil reps. Nods to @LucidEnergy @Agilyx http://t.co/RWD7P0cO,TwitBird iPad
7/7/12 16:36,221643965647159296,"Portland, Oregon USA",MayorSamAdams,Yikes. @pdxparksandrec RT @GreenSeanPDX @MayorSamAdams water feature at Columbia Park isn't working....,TwitBird iPad
7/7/12 16:41,221645051695071233,"Portland, Oregon USA",MayorSamAdams,We already more than paid for Youth Pass costs with new revenues from end of Fareless Rail. RT @AaronMesh ...gets his way on YouthPass...,TwitBird iPad
7/7/12 16:41,221645208360722432,"Portland, Oregon USA",MayorSamAdams,Happy Birthday Izzy!!! :) RT @dormgod @MayorSamAdams Its my daughter Izzy's 7th birthday today. Can she get a mayoral happy birthday?,TwitBird iPad
7/7/12 16:45,221646207611715584,"Portland, Oregon USA",MayorSamAdams,I'll need  to replace pacemaker batteries first. RT @CarlTheMailman .@MayorSamAdams Want to see 'Magic Mike' with me?,TwitBird iPad
7/7/12 18:12,221668122862694400,"Portland, Oregon USA",MayorSamAdams,It is @Pbotinfo RT @ggfundraise Doing research for my nonprofit blog. Can you direct me to the dept that deals with nonprofit,TwitBird
7/8/12 18:20,222032324907372545,"Portland, Oregon USA",MayorSamAdams,Thanks to Robert in Kenton for selling me latest issue of Street Roots newspaper. Buy yours. @streetroots #pdxarts http://t.co/Y0Py847O,Twitter for iPhone
7/8/12 18:28,222034338320089088,"Portland, Oregon USA",MayorSamAdams,Looking forward to festival. RT @CPJazz32 Good to see you! Thanks for following : ) @MayorSamAdams,TwitBird
7/8/12 18:31,222035086042865664,"Portland, Oregon USA",MayorSamAdams,.@pbotinfo RT @SeriousJuggling New biz neighbor illegally parking daily taking 2 spots....,TwitBird
7/8/12 18:51,222040329044496385,"Portland, Oregon USA",MayorSamAdams,"A pain I know. Trains: feds not city regulated. RT @roodiepdx Been stuck on Natio Parkway waiting for a train..,Running out of gas:( Help!?",TwitBird
4/18/12 23:27,192756183680032768,"San Diego, CA",MayorSanders,City's Arts & Culture Commission annual economic impact study shows significant positive impact on community & economy http://t.co/NQQkUVt0,web
4/19/12 23:05,193113227629043712,"San Diego, CA",MayorSanders,More good financial news for San Diego! http://t.co/qoN6AktJ,web
4/24/12 22:21,194914069663322113,"San Diego, CA",MayorSanders,Thx to SD hoteliers for voting to pay their share of the proposed Convention Center expansion. Great for the city &amp; our economy,Tweetbot for iOS
4/26/12 0:07,195302969892282368,"San Diego, CA",MayorSanders,"S&P upgraded two of the city's credit ratings, A to AA-. Wall Street taking notice of city's healthy financial picture!",Tweetbot for iOS
4/30/12 21:30,197075352550522881,"San Diego, CA",MayorSanders,"Tomorrow's Community Budget Brief has been relocated to Taft Middle School, 9191 Gramercy Dr., 6 p.m. To learn more on budget, please come!",web
5/2/12 21:23,197798376601948163,"San Diego, CA",MayorSanders,Junior Seau was one of the most electrifying athletes in San Diego sports history,web
5/2/12 21:23,197798475449118720,"San Diego, CA",MayorSanders,He was a passionate figure who gave the game of football â€“ and Chargers' fans everywhere â€“ everything he had,web
5/2/12 21:23,197798605334134784,"San Diego, CA",MayorSanders,"His passion for the San Diego region was also felt through his charitable work, which did so much good in so many ways",web
5/3/12 17:26,198101278566514688,"San Diego, CA",MayorSanders,"Had the pleasure of addressing 4,500 attendees from around the world at the Craft Brewers Conference here in SD http://t.co/SvMaGaFc",Tweetbot for iOS
5/4/12 17:01,198457278926565376,"San Diego, CA",MayorSanders,Congratulations to the Balboa Park Committee for its endorsement last night of the Plaza de Panama plan. Great news for the 2015 Centennial.,web
5/9/12 17:32,200277067097579521,"San Diego, CA",MayorSanders,"Important civic announcement: Vote for Chula Vista's own Jessica Sanchez on tonight's ""American Idol."" http://t.co/5x3knT9p",TwitDoc
5/9/12 17:54,200282489204383744,"San Diego, CA",MayorSanders,@ogul #Killjoy,web
5/9/12 21:20,200334350280163329,"San Diego, CA",MayorSanders,My statement applauding President Obama for his support of marriage equality: http://t.co/rao1V1DD,TwitDoc
5/18/12 18:05,203546992633315329,"San Diego, CA",MayorSanders,San Diego has been ranked as the least expensive big city in California to do business http://t.co/SAdh3VhO,web
5/22/12 17:55,204993784197545984,"San Diego, CA",MayorSanders,.@toddgloria &amp; I proclaimed May 2012 as Asian Pacific American Heritage Month. Thanks to the APA community for all they do for San Diego!,web
6/2/12 2:14,208743273341259778,"San Diego, CA",MayorSanders,"Today, I proclaimed June to be #CraftBeer Month in #SanDiego. Like last year, it's your civic duty to support our local breweries!",Tweetbot for iOS
6/6/12 17:47,210427762660487170,"San Diego, CA",MayorSanders,"I'll be in Chicago this week to share San Diego's success stories in cleantech, high-tech and biotech with the @ClintonGlobal Initiative.",web
6/30/12 23:53,219217060658556928,"San Diego, CA",MayorSanders,He's always been a big fan RT @taphunter: High five @MayorSanders for the plug last night on FOX5 (blushing) http://t.co/hvkwHGnr,Twitter for iPhone
7/5/12 21:02,220985936320806912,"San Diego, CA",MayorSanders,Looking forward to meeting with fellow border mayors on Aug. 24 when San Diego hosts the 3rd US-Mexico Border Mayors Binational Summit,web
7/1/12 11:19,219389760320454656,"Baltimore, Maryland. USA",MayorSRB,Information on Emergency Ice Distribution and Code Red Cooling Centers. Check on eldery neighbors. http://t.co/c7SeFmlX,GovDelivery
7/1/12 11:32,219392969059467264,"Baltimore, Maryland. USA",MayorSRB,Information on Emergency Ice Distribution and Code Red Cooling Centers. Check on eldery neighbors. http://t.co/U41FlWs9,GovDelivery
7/1/12 13:05,219416423821352960,"Baltimore, Maryland. USA",MayorSRB,Morning briefing on city storm recovery efforts.  Rec &amp; Parks making progress on downed trees. http://t.co/BtR8GT4o,Twitter for Android
7/1/12 13:16,219419307820593152,"Baltimore, Maryland. USA",MayorSRB,Distributing 6000 8lbs bags of ice at 4 locations beginning at 10am. http://t.co/L0VOX7ql,Twitter for Android
7/1/12 19:18,219510349999775746,"Baltimore, Maryland. USA",MayorSRB,Thanks to our great city employees for getting ice to our residents without power. http://t.co/DdCYAJjL,Twitter for Android
7/2/12 10:03,219732941289435136,"Baltimore, Maryland. USA",MayorSRB,This morning we released an update on Baltimore's storm recovery effort. #MDStorm http://t.co/umFQAuAz,GovDelivery
7/2/12 15:22,219813399092142080,"Baltimore, Maryland. USA",MayorSRB,"For up to date information on #MDStorm, #CoolingCenter and ice distribution, call 3-1-1 (443-263-2220). http://t.co/umFQAuAz",web
7/2/12 23:30,219936196409827328,"Baltimore, Maryland. USA",MayorSRB,Tonight we announced the opening of two emergency shelters. http://t.co/ivYtlvn9,GovDelivery
7/3/12 10:16,220098799622832128,"Baltimore, Maryland. USA",MayorSRB,"This morning, we provided an update on the City's response to Friday's storm. http://t.co/FE5j3DvK",GovDelivery
7/3/12 21:12,220263757757157377,"Baltimore, Maryland. USA",MayorSRB,"This afternoon, we provided an update on ongoing City storm recovery efforts. http://t.co/3OMfkGlc",GovDelivery
7/4/12 16:46,220559116534419457,"Baltimore, Maryland. USA",MayorSRB,Thanks outreach team. Reaching out to seniors in Sandtown. Teamwork makes the dream work! http://t.co/boiyVUGd,Twitter for BlackBerryÂ®
7/6/12 15:38,221266830558371841,"Baltimore, Maryland. USA",MayorSRB,East #Baltimore resident Edward â€œSonnyâ€ù Williams shares his story. http://t.co/rnm3yF2X (via http://t.co/1D16ZQb5),web
7/6/12 16:01,221272544831995906,"Baltimore, Maryland. USA",MayorSRB,Today we named Chris Tonjes as the new CIO for the Mayor's Office of Information Technology. http://t.co/BPCjc3K5,GovDelivery
7/6/12 17:04,221288612094939136,"Baltimore, Maryland. USA",MayorSRB,"RT @BmoreFoodCzar Come join @BmoreFarmersMkt on Sunday! In case you need a reason, here's ten http://t.co/VyQWxJyA",web
7/6/12 19:36,221326674644578305,"Baltimore, Maryland. USA",MayorSRB,"This afternoon, I ordered the establishment of a command center for targeting communities w/o power. http://t.co/xXNGcZcR",GovDelivery
7/6/12 20:05,221333959915749377,"Baltimore, Maryland. USA",MayorSRB,The Rawlings-Blake Review #123: Stay Cool http://t.co/Nxs81dVJ,GovDelivery
7/8/12 14:00,221967037658972160,"Baltimore, Maryland. USA",MayorSRB,Today we celebrated the 35th Anniversary of the @BmoreFarmersMkt by increasing food access for all. http://t.co/1OhCroJo,GovDelivery
7/8/12 14:05,221968321896124417,"Baltimore, Maryland. USA",MayorSRB,Today we celebrated our 35 year old @BmoreFarmersMkt by increasing food access for all. http://t.co/bYgm7uvj,GovDelivery
7/9/12 19:32,222412912726249474,"Baltimore, Maryland. USA",MayorSRB,"Today, I want to thank the hundreds of people who helped with our storm recovery effort. http://t.co/cWM1US9x",GovDelivery
7/2/12 20:40,219893329402396673,"Phoenix, AZ",MayorStanton,@LocalFirstAZ Just used a golden coupon for lunch at Fair Trade Cafe. Great way to support #PHX local economy. http://t.co/Hk9qmUjX,Twitter for iPhone
7/3/12 2:45,219985087574446081,"Phoenix, AZ",MayorStanton,Congrats friend! â€œ@AZMarkMitchell: About to be sworn in as #TempeMayor! So honored to be chosen by the community and excited to serve!â€ù,Twitter for iPhone
7/3/12 16:57,220199656125239296,"Phoenix, AZ",MayorStanton,Look forward to seeing how PHX can help NAP grow.  â€œ@phoenixnap: Excited to welcome Phoenix @MayorStanton to our #datacenter today!â€ù,Twitter for iPhone
7/3/12 17:54,220214064876498944,"Phoenix, AZ",MayorStanton,Supporting local biz is more than buying brew @ your neighborhood coffee shop. Doing What It Takes to Build Business: http://t.co/5H9iZju9,web
7/4/12 4:18,220370886367264768,"Phoenix, AZ",MayorStanton,Just voted for A Hill (again) â€œ@AllStarGame2012: @MayorStanton Vote 4 @dbacks Aaron Hill to win for @MLB #ASG by texting N4 to 89269,Twitter for iPhone
7/4/12 16:12,220550573164990464,"Phoenix, AZ",MayorStanton,@Daniel4Phoenix Great time last night in D5 at Maryvale fireworks show. Who knew line dancing could be so much fun.,Twitter for iPhone
7/4/12 16:16,220551597485342721,"Phoenix, AZ",MayorStanton,Next time a hug! â€œ@saraecur: Handshake from @MayorStanton made my morning! Happy 4th!â€ù,Twitter for iPhone
7/4/12 19:06,220594559992860672,"Phoenix, AZ",MayorStanton,Tonight at Chase Field @CityofPhoenixAZ and @Dbacks will officially welcome home Arizonans who served our country in Iraq &amp; Afghanistan.,Twitter for iPhone
7/5/12 0:42,220679076178960385,"Phoenix, AZ",MayorStanton,#GoDbacks - About to kick off Military Appreciation Night to welcome back our troops at Chase Field!,Twitter for Android
7/5/12 1:09,220685665891909634,"Phoenix, AZ",MayorStanton,#GoDbacks Proud to give these keys to the city to our veterans at Military Appreciation Night http://t.co/R8vrCV4w,Twitter for Android
7/5/12 1:27,220690426779275264,"Phoenix, AZ",MayorStanton,Thanks to the Dbacks for partnering with the City of Phoenix to put on a great Military Appreciation Night at Chase! http://t.co/pu2idPB7,Twitter for Android
7/5/12 2:34,220707218583060480,"Phoenix, AZ",MayorStanton,Proud to spend Independence Day with our veterans who defended our freedom. Welcome back. #GoDbacks http://t.co/YAvjryXh,web
7/5/12 17:05,220926455549407232,"Phoenix, AZ",MayorStanton,@Daniel4Phoenix Great event and here's a highlight (or lowlight) of me doing the Cupid Shuffle. Fun times! http://t.co/GkT7kmYn,web
7/5/12 17:07,220926917568770048,"Phoenix, AZ",MayorStanton,Head over to my facebook page to see more photos of the Maryvale Light Up the Sky event! http://t.co/5aDpA2KK,web
7/7/12 4:16,221457546987307008,"Phoenix, AZ",MayorStanton,@amyheisler Nicole loved the art/fashion @6th ave gallery tonight. (650 N 6th Ave). Great to see you. #firstfriday.,Twitter for iPhone
7/9/12 23:28,222472422673227776,"Phoenix, AZ",MayorStanton,Don't forget to find out when your new same-day service for trash/recycling is by going to: http://t.co/seUkTpFE!,web
7/9/12 23:56,222479452343504896,"Phoenix, AZ",MayorStanton,My response 2 state government's request that SCOTUS overturn state benefits 4 same-sex partners: http://t.co/AxcWegju,web
6/29/12 17:17,218755116549947393,Boston,mayortommenino,"Just in time for next heat wave, 10 City pools now open 7days/week for first time ever! http://t.co/WJfHu2qa @summerboston",web
6/30/12 13:07,219054548499705856,Boston,mayortommenino,Beautiful morning to get outside! Celebrating NeighborWalk @FranklinParkBos @HealthyBoston #bostonmoves,Twitter for iPhone
6/30/12 13:41,219063115298508800,Boston,mayortommenino,"Thank you @RedSox_Fund for donating $10,000 to NeighborWalk! Helping build healthy communities #bostonmoves",Twitter for iPhone
6/30/12 14:36,219076943063171072,Boston,mayortommenino,Celebrating transformation of Andrew Square and work of Russ Waterman in #SouthBoston community. http://t.co/tjeQNME6,Twitter for iPhone
6/30/12 15:27,219089761359507457,Boston,mayortommenino,Reopening gorgeous Moreland St park in #Roxbury. Great partnership w/community &amp; govt to improve our neighborhoods http://t.co/CEoI57gB,Twitter for iPhone
6/30/12 16:54,219111565474004992,Boston,mayortommenino,"Great to see so many in #SouthEnd to honor Paul Rinkulis, founder of South End Baseball http://t.co/CKFQ1bml",Twitter for iPhone
7/3/12 14:35,220163931988168705,Boston,mayortommenino,Just taped CityLine @WCVB talking summer jobs &amp; programs in #Boston for youth &amp; families. Airs Sunday at 12pm. @summerboston #sjbos,web
7/3/12 14:39,220164878122500096,Boston,mayortommenino,@feeleydriscoll Thanks for participating and supporting our local teens with summer jobs! It's a team effort. #sjbos,web
7/3/12 18:27,220222201457152001,Boston,mayortommenino,#RedCross has an emergency need for blood. You are needed more than you may think. Make an appt to donate @ http://t.co/quTqYO0Q,web
7/4/12 14:24,220523426085994496,Boston,mayortommenino,Biggest crowd in recent memory at Independence Day ceremonies. Always an honor to celebrate in the cradle of liberty! http://t.co/R33JVDSR,Twitter for iPhone
7/4/12 14:55,220531200018759680,Boston,mayortommenino,"Let's remember today to support all our soldiers, alive and deceased, who continue to protect our country and freedoms.",Twitter for iPhone
7/5/12 19:39,220965253092098048,Boston,mayortommenino,Good luck to our own Tim Morehouse as he gets ready to represent the USA in London. #Olympics http://t.co/1kGlZ1HW,Twitter for iPhone
7/5/12 19:53,220968617158778880,Boston,mayortommenino,Good luck Tim! Bring home the gold. http://t.co/HTeqeJIr,Twitter for iPhone
7/9/12 15:24,222350567371063297,Boston,mayortommenino,At the BCYF Holland Community Center to celebrate the first of 6 Rock Walls @summerboston very exciting! http://t.co/WxOEPEIp,Twitter for iPhone
7/9/12 18:49,222402028243136512,Boston,mayortommenino,Congrats winner of @BosMainStreets Social Media Challenge! @GetPrivy helps neighborhood biz turn #sm users into customers. #socialmainst,Twitter for iPhone
7/9/12 18:55,222403519582445568,Boston,mayortommenino,At @Stone_Hearth #Allston for Social Media on Main St. Innovation &amp; collaboration supports local biz #socialmainst http://t.co/v6qcWSYh,Twitter for iPhone
7/5/12 16:16,220914161557848064,"Washington, D.C.",mayorvincegray,".@mattcover Just learned (&amp; tweeted) about it, but I'll use it again! #BryceIn12 More info from @Nationals: http://t.co/SM6BlSIe",HootSuite
7/5/12 16:23,220915864604643328,"Washington, D.C.",mayorvincegray,"Who is Bryce Harper and why do we need to tweet between now &amp; 4p w/hashtag #BryceIn12, you ask? @SenatorReid answers: http://t.co/ui0bZgQi",HootSuite
7/5/12 16:29,220917331839291394,"Washington, D.C.",mayorvincegray,Once more! MT @nationals: Using the hashtag #BryceIn12 in tweets until 4pm 2day will count as a vote 2 help send Harper to the #ASG in KC!,HootSuite
7/5/12 16:35,220918759068667905,"Washington, D.C.",mayorvincegray,"C'mon, @Patrick_Madden and @alanblinder, don't you want to tweet for #BryceIn12 &amp; send our boy to the #MLB All-Star Game?",HootSuite
7/5/12 16:39,220919921402593280,"Washington, D.C.",mayorvincegray,MT @patrick_madden: I'm a Mets fan but I do wanna see #BryceIn12,HootSuite
7/5/12 16:40,220919996149276673,"Washington, D.C.",mayorvincegray,".@patrick_madden It's #BryceIn12, Patrick.",HootSuite
7/5/12 16:41,220920470491508737,"Washington, D.C.",mayorvincegray,"MT @adamtager: Credit Cards, GPS, new colors, and a 'help' button proposed by @mayorvincegray for DC cabs http://t.co/JwV64wKW #dctc",HootSuite
7/5/12 20:34,220978916788150275,"Washington, D.C.",mayorvincegray,.@dccityexaminer Yes. They include GPS technology.,HootSuite
7/5/12 23:45,221027036045639681,"Washington, D.C.",mayorvincegray,Hosted Sir Peter John Westmacott today in The Wilson Building. He is the Ambassador of Great Britain. http://t.co/brDqMVnD,Camera on iOS
7/6/12 13:57,221241557209186305,"Washington, D.C.",mayorvincegray,Dined at @HanksOysterBar last night &amp; talked w/owner Jamie Leeds about challenges she's faced due to liquor laws: http://t.co/EK2FGMH0,HootSuite
7/6/12 13:59,221241901494439937,"Washington, D.C.",mayorvincegray,"About 2 offer words of remembrance for my friend Butch Hopkins, who did so much 4 Anacostia community. Sched: http://t.co/etZMvXxq",HootSuite
7/6/12 16:06,221273972820549635,"Washington, D.C.",mayorvincegray,Economist Intel Unit has ranked DC as best city in the US in which to live &amp; 14th best in the world. #DCProgress: http://t.co/jYSv0xEf,HootSuite
7/6/12 18:05,221303883362869249,"Washington, D.C.",mayorvincegray,Applications are now open for my Bullying Prevention Task Force. 4 more info: http://t.co/rD5Mjzcv cc: @HRC @StopBullyingGov,HootSuite
7/6/12 19:09,221319889426726912,"Washington, D.C.",mayorvincegray,"Rebecca Cooper interviewed me today on ""Washington Business Report"". http://t.co/9p8jtxGs",Camera on iOS
7/6/12 23:58,221392775432769536,"Washington, D.C.",mayorvincegray,Celebrating the 100th anniversary of Florida Ave Baptist Church! Thank you for being a beacon of good news to DC! http://t.co/sOcwmwsa,Camera on iOS
7/9/12 12:11,222302070223536128,"Washington, D.C.",mayorvincegray,"Heading to Lorton, VA later this AM 4 Chesapeake Bay Exec. Council mtg, an impt. regional #sustainability effort. Sked: http://t.co/bL02ftwh",HootSuite
7/9/12 19:26,222411391074713601,"Washington, D.C.",mayorvincegray,Attending Chesapeake Bay Executive Council Mtg @ Gunston Hall. I'm honored to Chair Executive Council 4 the next year. http://t.co/EFnmuVnT,Camera on iOS
7/9/12 19:41,222415165868621826,"Washington, D.C.",mayorvincegray,"Have just been elected Chair of Chesapeake Exec. Council, a regional body that helps set #sustainability policy: http://t.co/nwCB2688",HootSuite
7/9/12 19:44,222415953600856067,"Washington, D.C.",mayorvincegray,Special thanks 2 @GovernorOMalley for nominating me to chair the Chesapeake Exec. Council. #SustainableDC plan &amp; Bay are closely linked.,HootSuite
7/10/12 12:25,222667786923683842,"Washington, D.C.",mayorvincegray,Recognizing longtime DC employee Pat Malloy along with @CouncilOfDC at 11a in Council chambers. Sched: http://t.co/chh8oszD,HootSuite
6/29/12 22:37,218835712181669888,"New York, NY",MetropolisMag,Up close screen printing wAwesome Dudes Printing @HermanMiller pop up shop @houseindustries http://t.co/jX97n6cB,Instagram
6/30/12 13:00,219052902361206785,"New York, NY",MetropolisMag,"#Valencia's #Green #River, #landscape #infrastructure and transforming a city's #identity @brian_phelps @landurbanism http://t.co/yqVYMyFn",HootSuite
6/30/12 14:37,219077286891237377,"New York, NY",MetropolisMag,Yay! From Our 1st #GameChanger (2011) MT @MASSDesignLab: Our 1st #ff: @ShawContract @contractmag @HermanMiller @PIH @johncary @MetropolisMag,Twitter for iPhone
7/2/12 13:05,219778790698659840,"New York, NY",MetropolisMag,"Cultivating the Present, A case for aligning #mind and #body in our #tech world @KiraGould http://t.co/xsHPdKSw",HootSuite
7/2/12 14:24,219798609418399747,"New York, NY",MetropolisMag,Missed @wanteddesign this year? Check out the video http://t.co/WXXz157f,web
7/3/12 13:01,220140102691733504,"New York, NY",MetropolisMag,"Design Schools Evolving, shifting #design #education from #creation to #innovation #management, @guellerin http://t.co/qiQgPSK7",HootSuite
7/4/12 13:01,220502609176436736,"New York, NY",MetropolisMag,"#Reimaging #Infrastructure, The #Dilemma of #Energy #Infrastructure, what about an #ecomimicry solution?  @neilchambers http://t.co/IQ8CqDfi",HootSuite
7/5/12 13:01,220865030860705794,"New York, NY",MetropolisMag,"The Humble #Southern #Hammock - the next great, every-man #American #furniture #icon? @remjb7 http://t.co/kIwRKMW8",HootSuite
